date,region,event_count_1d,severity_sum_1d,demand_up_score_1d,demand_down_score_1d,outage_score_1d,extreme_weather_score_1d,market_stress_score_1d,llm_confidence_mean_1d,event_count_3d,severity_sum_3d,demand_up_score_3d,demand_down_score_3d,outage_score_3d,extreme_weather_score_3d,market_stress_score_3d,llm_confidence_mean_3d,event_count_7d,severity_sum_7d,demand_up_score_7d,demand_down_score_7d,outage_score_7d,extreme_weather_score_7d,market_stress_score_7d,llm_confidence_mean_7d
2019-01-24,NSW1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.85,0.85,0.0,0.85,0.0,0.0,0.20000000000000004,2.0,1.7,1.7,0.0,1.7,0.0,0.0,0.1875
2019-01-25,NSW1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.85,0.85,0.0,0.85,0.0,0.0,0.08571428571428573
2019-01-26,NSW1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.85,0.85,0.0,0.85,0.0,0.0,0.08571428571428573
2019-01-27,NSW1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.85,0.85,0.0,0.85,0.0,0.0,0.08571428571428573
2019-01-28,NSW1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.85,0.85,0.0,0.85,0.0,0.0,0.08571428571428573
2019-01-29,NSW1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-30,NSW1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-31,NSW1,2.0,1.7,1.7,0.0,1.7,0.0,0.0,0.80625,2.0,1.7,1.7,0.0,1.7,0.0,0.0,0.26875,2.0,1.7,1.7,0.0,1.7,0.0,0.0,0.11517857142857144
2019-02-01,NSW1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.7,1.7,0.0,1.7,0.0,0.0,0.26875,2.0,1.7,1.7,0.0,1.7,0.0,0.0,0.11517857142857144
2019-02-02,NSW1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.7,1.7,0.0,1.7,0.0,0.0,0.26875,2.0,1.7,1.7,0.0,1.7,0.0,0.0,0.11517857142857144
2019-02-03,NSW1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.7,1.7,0.0,1.7,0.0,0.0,0.11517857142857144
2019-02-04,NSW1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.7,1.7,0.0,1.7,0.0,0.0,0.11517857142857144
2019-02-05,NSW1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.7,1.7,0.0,1.7,0.0,0.0,0.11517857142857144
2019-02-06,NSW1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.7,1.7,0.0,1.7,0.0,0.0,0.11517857142857144
2019-02-07,NSW1,1.0,0.55,0.55,0.0,0.0,0.0,0.0,0.7,1.0,0.55,0.55,0.0,0.0,0.0,0.0,0.2333333333333333,1.0,0.55,0.55,0.0,0.0,0.0,0.0,0.09999999999999999
2019-02-08,NSW1,1.0,0.85,0.85,0.0,0.85,0.0,0.0,0.6125,2.0,1.4,1.4,0.0,0.85,0.0,0.0,0.4375,2.0,1.4,1.4,0.0,0.85,0.0,0.0,0.1875
2019-02-09,NSW1,1.0,0.85,0.85,0.0,0.85,0.0,0.0,0.6125,3.0,2.25,2.25,0.0,1.7,0.0,0.0,0.6416666666666667,3.0,2.25,2.25,0.0,1.7,0.0,0.0,0.275
2019-02-10,NSW1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.7,1.7,0.0,1.7,0.0,0.0,0.4083333333333334,3.0,2.25,2.25,0.0,1.7,0.0,0.0,0.275
2019-02-11,NSW1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.85,0.85,0.0,0.85,0.0,0.0,0.2041666666666667,3.0,2.25,2.25,0.0,1.7,0.0,0.0,0.275
2019-02-12,NSW1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.25,2.25,0.0,1.7,0.0,0.0,0.275
2019-02-13,NSW1,1.0,0.85,0.85,0.0,0.85,0.0,0.0,0.8,1.0,0.85,0.85,0.0,0.85,0.0,0.0,0.26666666666666666,4.0,3.1,3.1,0.0,2.55,0.0,0.0,0.3892857142857143
2019-02-14,NSW1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.85,0.85,0.0,0.85,0.0,0.0,0.26666666666666666,3.0,2.55,2.55,0.0,2.55,0.0,0.0,0.2892857142857143
2019-02-15,NSW1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.85,0.85,0.0,0.85,0.0,0.0,0.26666666666666666,2.0,1.7000000000000002,1.7000000000000002,0.0,1.6999999999999997,0.0,0.0,0.2017857142857143
2019-02-16,NSW1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.85,0.85,0.0,0.85,0.0,0.0,0.1142857142857143
2019-02-17,NSW1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.85,0.85,0.0,0.85,0.0,0.0,0.1142857142857143
2019-02-18,NSW1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.85,0.85,0.0,0.85,0.0,0.0,0.1142857142857143
2019-02-19,NSW1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.85,0.85,0.0,0.85,0.0,0.0,0.1142857142857143
2019-02-20,NSW1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-02-21,NSW1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-02-22,NSW1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-02-23,NSW1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-02-24,NSW1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-02-25,NSW1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-02-26,NSW1,1.0,0.55,0.0,0.0,0.0,0.0,0.0,0.6375,1.0,0.55,0.0,0.0,0.0,0.0,0.0,0.2125,1.0,0.55,0.0,0.0,0.0,0.0,0.0,0.09107142857142857
2019-02-27,NSW1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.55,0.0,0.0,0.0,0.0,0.0,0.2125,1.0,0.55,0.0,0.0,0.0,0.0,0.0,0.09107142857142857
2019-02-28,NSW1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.55,0.0,0.0,0.0,0.0,0.0,0.2125,1.0,0.55,0.0,0.0,0.0,0.0,0.0,0.09107142857142857
2019-03-01,NSW1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.55,0.0,0.0,0.0,0.0,0.0,0.09107142857142857
2019-03-02,NSW1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.55,0.0,0.0,0.0,0.0,0.0,0.09107142857142857
2019-03-03,NSW1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.55,0.0,0.0,0.0,0.0,0.0,0.09107142857142857
2019-03-04,NSW1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.55,0.0,0.0,0.0,0.0,0.0,0.09107142857142857
2019-03-05,NSW1,2.0,1.7,1.7,0.0,0.0,1.7,0.0,0.59375,2.0,1.7,1.7,0.0,0.0,1.7,0.0,0.19791666666666666,2.0,1.7,1.7,0.0,0.0,1.7,0.0,0.08482142857142858
2019-03-06,NSW1,1.0,0.85,0.85,0.0,0.85,0.0,0.0,0.7,3.0,2.55,2.55,0.0,0.85,1.7,0.0,0.43124999999999997,3.0,2.55,2.55,0.0,0.85,1.7,0.0,0.18482142857142855
2019-03-07,NSW1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.55,2.55,0.0,0.85,1.7,0.0,0.43124999999999997,3.0,2.55,2.55,0.0,0.85,1.7,0.0,0.18482142857142855
2019-03-08,NSW1,1.0,0.85,0.85,0.0,0.85,0.0,0.0,0.75,2.0,1.7,1.7,0.0,1.7,0.0,0.0,0.48333333333333334,4.0,3.4,3.4,0.0,1.7,1.7,0.0,0.29196428571428573
2019-03-09,NSW1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.85,0.85,0.0,0.85,0.0,0.0,0.25,4.0,3.4,3.4,0.0,1.7,1.7,0.0,0.29196428571428573
2019-03-10,NSW1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.85,0.85,0.0,0.85,0.0,0.0,0.25,4.0,3.4,3.4,0.0,1.7,1.7,0.0,0.29196428571428573
2019-03-11,NSW1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.4,3.4,0.0,1.7,1.7,0.0,0.29196428571428573
2019-03-12,NSW1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.7,1.7,0.0,1.7,0.0,0.0,0.20714285714285713
2019-03-13,NSW1,1.5,1.275,1.275,0.0,1.275,0.0,0.0,0.525,1.5,1.275,1.275,0.0,1.275,0.0,0.0,0.17500000000000002,2.5,2.125,2.125,0.0,2.125,0.0,0.0,0.18214285714285713
2019-03-14,NSW1,2.0,1.7,1.7,0.0,0.85,0.85,0.0,0.61875,3.5,2.9749999999999996,2.9749999999999996,0.0,2.125,0.85,0.0,0.38125000000000003,4.5,3.825,3.825,0.0,2.975,0.85,0.0,0.27053571428571427
2019-03-15,NSW1,2.0,1.7,1.7,0.0,0.0,1.7,0.0,0.5875,5.5,4.675,4.675,0.0,2.125,2.55,0.0,0.5770833333333334,5.5,4.675,4.675,0.0,2.125,2.55,0.0,0.2473214285714286
2019-03-16,NSW1,1.0,0.55,0.0,0.0,0.0,0.0,0.0,0.6625000000000001,5.0,3.95,3.4,0.0,0.85,2.55,0.0,0.6229166666666668,6.5,5.225,4.675,0.0,2.125,2.55,0.0,0.3419642857142858
2019-03-17,NSW1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.25,1.7,0.0,0.0,1.7,0.0,0.4166666666666667,6.5,5.225,4.675,0.0,2.125,2.55,0.0,0.3419642857142858
2019-03-18,NSW1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.55,0.0,0.0,0.0,0.0,0.0,0.22083333333333335,6.5,5.225,4.675,0.0,2.125,2.55,0.0,0.3419642857142858
2019-03-19,NSW1,1.0,0.85,0.85,0.0,0.85,0.0,0.0,0.75,1.0,0.85,0.85,0.0,0.85,0.0,0.0,0.25,7.5,6.075,5.5249999999999995,0.0,2.9749999999999996,2.55,0.0,0.44910714285714287
2019-03-20,NSW1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.85,0.85,0.0,0.85,0.0,0.0,0.25,6.0,4.800000000000001,4.25,0.0,1.7,2.55,0.0,0.3741071428571429
2019-03-21,NSW1,1.0,0.85,0.85,0.0,0.85,0.0,0.0,0.575,2.0,1.7,1.7,0.0,1.7,0.0,0.0,0.44166666666666665,5.0,3.95,3.4000000000000004,0.0,1.7,1.7,0.0,0.3678571428571428
2019-03-22,NSW1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.85,0.85,0.0,0.85,0.0,0.0,0.19166666666666665,3.0,2.25,1.7,0.0,1.7,0.0,0.0,0.2839285714285714
2019-03-23,NSW1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.85,0.85,0.0,0.85,0.0,0.0,0.19166666666666665,2.0,1.7,1.7,0.0,1.7,0.0,0.0,0.18928571428571425
2019-03-24,NSW1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.7,1.7,0.0,1.7,0.0,0.0,0.18928571428571425
2019-03-25,NSW1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.7,1.7,0.0,1.7,0.0,0.0,0.18928571428571425
2019-03-26,NSW1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.85,0.85,0.0,0.85,0.0,0.0,0.08214285714285714
2019-03-27,NSW1,0.5,0.425,0.425,0.0,0.425,0.0,0.0,0.30000000000000004,0.5,0.425,0.425,0.0,0.425,0.0,0.0,0.10000000000000002,1.5,1.275,1.275,0.0,1.275,0.0,0.0,0.125
2019-03-28,NSW1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.425,0.425,0.0,0.425,0.0,0.0,0.10000000000000002,0.5,0.425,0.425,0.0,0.425,0.0,0.0,0.042857142857142864
2019-03-29,NSW1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.425,0.425,0.0,0.425,0.0,0.0,0.10000000000000002,0.5,0.425,0.425,0.0,0.425,0.0,0.0,0.042857142857142864
2019-03-30,NSW1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.425,0.425,0.0,0.425,0.0,0.0,0.042857142857142864
2019-03-31,NSW1,1.0,0.55,0.0,0.0,0.0,0.0,0.0,0.6125,1.0,0.55,0.0,0.0,0.0,0.0,0.0,0.2041666666666667,1.5,0.9750000000000001,0.425,0.0,0.425,0.0,0.0,0.13035714285714287
2019-04-01,NSW1,2.0,1.1,0.0,0.0,0.0,0.0,0.0,0.61875,3.0,1.6500000000000001,0.0,0.0,0.0,0.0,0.0,0.4104166666666667,3.5,2.075,0.425,0.0,0.425,0.0,0.0,0.21875
2019-04-02,NSW1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.6500000000000001,0.0,0.0,0.0,0.0,0.0,0.4104166666666667,3.5,2.075,0.425,0.0,0.425,0.0,0.0,0.21875
2019-04-03,NSW1,1.0,0.85,0.85,0.0,0.0,0.85,0.0,0.6625000000000001,3.0,1.9500000000000002,0.85,0.0,0.0,0.8500000000000002,0.0,0.4270833333333333,4.0,2.5,0.85,0.0,0.0,0.8500000000000002,0.0,0.2705357142857143
2019-04-04,NSW1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.85,0.85,0.0,0.0,0.8500000000000002,0.0,0.22083333333333335,4.0,2.5,0.85,0.0,0.0,0.8500000000000002,0.0,0.2705357142857143
2019-04-05,NSW1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.85,0.85,0.0,0.0,0.8500000000000002,0.0,0.22083333333333335,4.0,2.5,0.85,0.0,0.0,0.8500000000000002,0.0,0.2705357142857143
2019-04-06,NSW1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.5,0.85,0.0,0.0,0.8500000000000002,0.0,0.2705357142857143
2019-04-07,NSW1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.9500000000000002,0.85,0.0,0.0,0.8500000000000002,0.0,0.18303571428571427
2019-04-08,NSW1,3.0,1.6500000000000001,1.1,0.0,0.0,0.0,0.0,0.6291666666666668,3.0,1.6500000000000001,1.1,0.0,0.0,0.0,0.0,0.20972222222222225,4.0,2.5,1.9500000000000002,0.0,0.0,0.8500000000000002,0.0,0.18452380952380956
2019-04-09,NSW1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.6500000000000001,1.1,0.0,0.0,0.0,0.0,0.20972222222222225,4.0,2.5,1.9500000000000002,0.0,0.0,0.8500000000000002,0.0,0.18452380952380956
2019-04-10,NSW1,1.0,0.55,0.0,0.0,0.0,0.0,0.0,0.6000000000000001,4.0,2.2,1.1,0.0,0.0,0.0,0.0,0.4097222222222223,4.0,2.2,1.1,0.0,0.0,0.0,0.0,0.17559523809523814
2019-04-11,NSW1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.55,0.0,0.0,0.0,0.0,0.0,0.20000000000000004,4.0,2.2,1.1,0.0,0.0,0.0,0.0,0.17559523809523814
2019-04-12,NSW1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.55,0.0,0.0,0.0,0.0,0.0,0.20000000000000004,4.0,2.2,1.1,0.0,0.0,0.0,0.0,0.17559523809523814
2019-04-13,NSW1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.2,1.1,0.0,0.0,0.0,0.0,0.17559523809523814
2019-04-14,NSW1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.2,1.1,0.0,0.0,0.0,0.0,0.17559523809523814
2019-04-15,NSW1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.55,0.0,0.0,0.0,0.0,0.0,0.08571428571428573
2019-04-16,NSW1,1.0,0.55,0.0,0.0,0.0,0.0,0.0,0.9,1.0,0.55,0.0,0.0,0.0,0.0,0.0,0.3,2.0,1.1,0.0,0.0,0.0,0.0,0.0,0.21428571428571427
2019-04-17,NSW1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.55,0.0,0.0,0.0,0.0,0.0,0.3,1.0,0.55,0.0,0.0,0.0,0.0,0.0,0.1285714285714286
2019-04-18,NSW1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.55,0.0,0.0,0.0,0.0,0.0,0.3,1.0,0.55,0.0,0.0,0.0,0.0,0.0,0.1285714285714286
2019-04-19,NSW1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.55,0.0,0.0,0.0,0.0,0.0,0.1285714285714286
2019-04-20,NSW1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.55,0.0,0.0,0.0,0.0,0.0,0.1285714285714286
2019-04-21,NSW1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.55,0.0,0.0,0.0,0.0,0.0,0.1285714285714286
2019-04-22,NSW1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.55,0.0,0.0,0.0,0.0,0.0,0.1285714285714286
2019-04-23,NSW1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-24,NSW1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-25,NSW1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-26,NSW1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-27,NSW1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-28,NSW1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
